,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,logq
WBGene00010661,2386.28186922478,-0.813673643871516,0.079608379873528,-10.2209546930132,1.59759613908278e-24,2.1829553644427e-20,tyr-2,19.6609551443524
WBGene00021084,128.869732546536,-1.01717142696978,0.136963824709672,-7.42656996565275,1.11449956558523e-13,7.6142610320783e-10,W08E12.3,9.11837223878406
WBGene00019162,13042.4644374025,0.182466492905728,0.0266956035316525,6.83507652072301,8.19612676176185e-12,3.73306253575713e-08,eif-1.A,7.42793473477052
WBGene00021248,7963.19073748371,0.157550712099512,0.0270839504016106,5.81712452442473,5.98685434540362e-09,2.04510944438988e-05,Y22D7AL.10,4.68928344568952
WBGene00010348,1052.19168983443,-0.566067767807438,0.101370173315613,-5.58416494016444,2.34825765040666e-08,6.41731850703132e-05,H01G02.1,4.19264640508884
WBGene00008113,378.604937340927,-0.437666149577532,0.0795833117690822,-5.49947143249652,3.8093141479711e-08,8.67507808631286e-05,C46C2.5,4.06172660733799
WBGene00017605,6266.22418096729,0.220516474141708,0.040518443257327,5.44237281628117,5.25754963574446e-08,0.000102627368889732,F19F10.9,3.98873680518198
WBGene00007165,415.571958650992,0.537621036728884,0.101265454995216,5.30902701967106,1.10211995789103e-07,0.000188242088807787,B0391.10,3.72528326670399
WBGene00050913,316.458233281852,-0.616850041580646,0.118756501212523,-5.1942422964849,2.05555287862357e-07,0.000295697163731918,T12B5.14,3.52915284111976
WBGene00003539,2001.58340678057,-0.588210050118738,0.113489677784456,-5.18293876237702,2.18416767745025e-07,0.000295697163731918,nas-20,3.52915284111976
WBGene00015857,135.893891449886,-0.722365028827788,0.139807081911059,-5.16687008235632,2.38046604292381e-07,0.000295697163731918,C16D9.1,3.52915284111976
WBGene00007617,6281.64824342976,0.180102014944334,0.0356316000244144,5.05455872935625,4.3138700111598e-07,0.000491205998604062,rrbs-1,3.30873633823347
WBGene00003090,11646.4439768404,-0.310893027936346,0.0621211583445795,-5.0046238064631,5.59712294842736e-07,0.000588300676671626,lys-1,3.23040065208071
WBGene00012794,721.041071113165,-0.339417128680151,0.0696767962788197,-4.87130790746943,1.10861914103856e-06,0.00101403195336295,Y43E12A.2,2.9939483596471
WBGene00011308,3322.75949111284,0.188061406744767,0.0386123650315072,4.87049696622599,1.11317910571167e-06,0.00101403195336295,pnn-1,2.9939483596471
WBGene00009957,1331.55653407952,-0.77928751420069,0.162295826156307,-4.80164852452927,1.5736472500823e-06,0.00134389475157028,F53B2.8,2.87163474214683
WBGene00020720,37.3408729967982,-1.00820474053984,0.213249547993689,-4.72781654181829,2.26947093522126e-06,0.00182412063875667,T23B12.5,2.73894644286408
WBGene00010044,5546.21415492485,0.224054817458494,0.047752057177128,4.69204534220173,2.70487158402796e-06,0.00205329807356434,F54C9.9,2.6875480003091
WBGene00019168,8449.95015630051,0.182510866423182,0.0391463917524367,4.662265364772,3.12747560562039e-06,0.00224914877237879,H06I04.3,2.64798181673589
WBGene00022951,6948.57007712097,-0.436102236078244,0.0960146683808595,-4.54203762229711,5.57130950890149e-06,0.00376281401852218,C30E1.9,2.4244872466617
WBGene00050914,785.871955107816,-0.540871816785228,0.119287914618845,-4.53417111459658,5.7830133481386e-06,0.00376281401852218,T12B5.15,2.4244872466617
WBGene00022736,201.793947053439,-1.0860330861332,0.241028639388805,-4.50582590055329,6.61152799244656e-06,0.0040403564249399,ZK418.7,2.39358032138524
WBGene00018729,360.505393363575,-0.430434967207383,0.0956559405226149,-4.4998247349376,6.80095124221441e-06,0.0040403564249399,F53A9.6,2.39358032138524
WBGene00018697,234.702032102088,-0.474294179460309,0.10578927045225,-4.48338642881929,7.34677114831716e-06,0.00418276170710857,F52E1.9,2.37853687657062
WBGene00007460,825.954718917761,-0.464141218189719,0.103742105686784,-4.47399072071127,7.67730749677511e-06,0.00419610918543741,C08F11.13,2.37715321971203
WBGene00013763,290.61984478376,-0.592474471530369,0.133859787206809,-4.42608257411178,9.59598034364467e-06,0.00504305674675234,Y113G7B.14,2.2973061449357
WBGene00002026,3209.79151131736,-3.415420985026,0.774898324861007,-4.40757306532908,1.04535342047957e-05,0.00529026264349367,hsp-70,2.27652276619005
WBGene00003541,180.595748122473,-0.632406595616786,0.144120039875191,-4.38805454234163,1.14369097690064e-05,0.00549623121339875,nas-22,2.2599350058264
WBGene00004499,39809.1378618931,0.0879205997384371,0.0200559948784043,4.38375659105833,1.16650106256267e-05,0.00549623121339875,rps-30,2.2599350058264
WBGene00009691,7086.25171810278,-3.32016458804043,0.769544139788418,-4.3144563337891,1.59996153135197e-05,0.00728729145479778,F44E5.4,2.13743386054531
WBGene00010942,3402.81190161654,0.130841962434398,0.0304781707542833,4.29297294411969,1.76296496352601e-05,0.00743128708176001,chch-3,2.12893596092355
