WBGene00000001	aap-1	Y110A7A.10	Caenorhabditis elegans	body wall musculature
WBGene00000001	aap-1	Y110A7A.10	Caenorhabditis elegans	hypodermis
WBGene00000001	aap-1	Y110A7A.10	Caenorhabditis elegans	intestine
WBGene00000001	aap-1	Y110A7A.10	Caenorhabditis elegans	neuron
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	Pharyngeal gland cell
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	RIML
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	RIMR
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	RMDVL
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	RMDVR
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	excretory cell
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	excretory gland cell
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	gonadal sheath cell
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	head neuron
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	intestine
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	nerve ring
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	nervous system
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	pharyngeal neuron
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	pharynx
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	rectal gland cell
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	reproductive system
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	tail
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	uterine muscle
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	uterine-vulval cell
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	ventral cord neuron
WBGene00000002	aat-1	F27C8.1	Caenorhabditis elegans	vulval muscle
WBGene00000007	aat-6	T11F9.4	Caenorhabditis elegans	intestine
WBGene00000010	aat-9	Y53H1C.1	Caenorhabditis elegans	body wall musculature
WBGene00000010	aat-9	Y53H1C.1	Caenorhabditis elegans	neuron
WBGene00000012	abf-1	C50F2.9	Caenorhabditis elegans	amphid neuron
WBGene00000012	abf-1	C50F2.9	Caenorhabditis elegans	body wall musculature
WBGene00000012	abf-1	C50F2.9	Caenorhabditis elegans	head neuron
WBGene00000012	abf-1	C50F2.9	Caenorhabditis elegans	intestine
WBGene00000012	abf-1	C50F2.9	Caenorhabditis elegans	pharyngeal lumen
WBGene00000012	abf-1	C50F2.9	Caenorhabditis elegans	pharynx
WBGene00000018	abl-1	M79.1	Caenorhabditis elegans	AQR
WBGene00000018	abl-1	M79.1	Caenorhabditis elegans	Q cell
WBGene00000018	abl-1	M79.1	Caenorhabditis elegans	germ cell
WBGene00000018	abl-1	M79.1	Caenorhabditis elegans	head neuron
WBGene00000018	abl-1	M79.1	Caenorhabditis elegans	pharynx
WBGene00000018	abl-1	M79.1	Caenorhabditis elegans	tail neuron
WBGene00000018	abl-1	M79.1	Caenorhabditis elegans	ventral cord neuron
WBGene00000018	abl-1	M79.1	Caenorhabditis elegans	ventral nerve cord
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	AMsoL
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	AMsoR
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	head
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	head neuron
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	hypodermis
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	intestine
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	nervous system
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	pharyngeal neuron
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	pharyngeal-intestinal valve
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	pharynx
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	rectal gland cell
WBGene00000022	abt-4	Y39D8C.1	Caenorhabditis elegans	tail
WBGene00000023	abt-5	Y53C10A.9	Caenorhabditis elegans	head
WBGene00000023	abt-5	Y53C10A.9	Caenorhabditis elegans	intestine
WBGene00000023	abt-5	Y53C10A.9	Caenorhabditis elegans	rectal gland cell
WBGene00000024	abu-1	AC3.3	Caenorhabditis elegans	pharynx
WBGene00000029	abu-6	C03A7.7	Caenorhabditis elegans	pharyngeal muscle cell
WBGene00000030	abu-7	C03A7.8	Caenorhabditis elegans	grinder
WBGene00000034	abu-11	T01D1.6	Caenorhabditis elegans	pharyngeal muscle cell
WBGene00000035	ace-1	W09B12.1	Caenorhabditis elegans	CEPDL
WBGene00000035	ace-1	W09B12.1	Caenorhabditis elegans	CEPDR
WBGene00000035	ace-1	W09B12.1	Caenorhabditis elegans	CEPVL
WBGene00000035	ace-1	W09B12.1	Caenorhabditis elegans	CEPVR
WBGene00000035	ace-1	W09B12.1	Caenorhabditis elegans	M cell
WBGene00000035	ace-1	W09B12.1	Caenorhabditis elegans	M.vlpaaapp
WBGene00000035	ace-1	W09B12.1	Caenorhabditis elegans	M.vlpaapaa
WBGene00000035	ace-1	W09B12.1	Caenorhabditis elegans	M.vrpaaapp
WBGene00000035	ace-1	W09B12.1	Caenorhabditis elegans	M.vrpaapaa
